timestamp,x,y,z,qx,qy,qz,qw
000000,3.7815e-13,-4.20626e-13,7.93232e-13,1.0,-4.79171e-15,1.13383e-14,-1.44723e-15
000001,0.07251307,-0.02194832,-0.08816285,0.9999826581884925,-0.005501695252916785,-0.002072327161265964,0.0003466002844641436
000002,1.5721153,-0.24427782,-0.19019128,0.9999129998732017,-0.009845876832439301,-0.008044122093151132,0.0035133308590734923
000003,2.4857767,-0.27482244,-0.15227705,0.9999272655360021,-0.007878950187382295,-0.007903182440977605,0.004574438647857034
000004,3.0973344,-0.1461337,0.080335855,0.9999718504695645,0.004277995120218665,-0.0023427024686993128,0.0057016463735921116
000005,3.6670117,0.16741775,0.16259159,0.9999149971086818,0.012434068974972687,0.0029981071677649216,0.0025305808189375963
000006,5.4437704,0.11493725,0.19072111,0.999958699611379,0.006655201221923376,0.006147169511120724,-0.0007208850235483041
000007,5.7993455,0.1424783,0.29087675,0.9999194230059066,0.010381104798445742,0.00652792120441602,-0.0032812198108881727
000008,6.479853,0.2183997,0.15023607,0.9999760855152872,0.006533768924935465,-0.0002988871808233069,-0.0022469818895355497
000009,7.9249396,0.11303781,0.10971852,0.999971940335465,0.007146776052958938,-0.0018187650561325942,-0.0013169006965672537
000010,8.424151,-0.050508782,0.21824974,0.9999669994064436,0.006894565112866995,0.003036900313942588,0.003040116192028769
000011,9.208882,-0.08326317,0.22744691,0.9999464725714374,0.003485316625167013,0.0037496353291392556,0.008991373357857163
000012,10.123338,0.1102017,0.26365864,0.9999670317314954,0.003988786985155847,0.006578218913630266,-0.0025984734776319353
000013,11.047653,0.028107382,0.21023607,0.9999815090065718,-0.0015466670969225388,0.0049623211374479346,0.003156712650819832
000014,11.885427,0.27211913,0.3904382,0.9999217148564185,0.007644811400853719,0.009517183717058182,-0.002746676417131667
000015,12.737487,-0.14517182,0.29078114,0.9999429426361507,0.005421120852971551,0.004753985078293786,0.007881785757596056
000016,12.66307,-0.11616098,0.8121163,0.9999195486812468,-0.006019560266016076,0.00993003152196709,-0.0051044620939215595
000017,13.176505,-0.009075701,0.9705313,0.9996875662091118,0.007800668717968731,0.022688236680440937,-0.007011665336258595
000018,15.492327,0.34099975,0.88954854,0.9997294719943871,0.004948980759426247,0.022490519351014596,-0.003266030402225444
000019,16.156475,0.71285295,0.8671883,0.9996830267869616,0.010083438091412034,0.020761348737264367,-0.010056670866912991
