timestamp,x,y,z,qx,qy,qz,qw
000020,17.136307,0.6683598,0.7311784,0.999649697419076,0.01494272632572183,0.018467776824558624,-0.01166784466225675
000021,18.030455,0.70277584,0.59703165,0.9998364267602631,0.011580881376984861,0.012496403179021374,-0.006069828448044896
000022,19.030735,0.59923744,0.38887638,0.9998842783771507,0.00758394086156527,0.009167428831213287,-0.009480081425688241
000023,19.866001,0.2691948,0.26787296,0.9999139844680337,0.006235228565688476,0.0014922423997826225,0.011441975468201807
000024,20.74271,0.29795024,0.28085655,0.9998903554507946,0.00739829375287268,0.0005685733210592199,0.012814798102528176
000025,21.697327,0.21827838,0.23727354,0.9997953418294271,0.006554868107502496,-0.0013056891612197885,0.019094589183498482
000026,22.988125,0.6724651,0.2646467,0.9999889174431067,0.002391024176766333,0.0024984902829469557,-0.0031946111900820967
000027,23.711086,0.5074023,0.21505876,0.9999673566034027,-0.0037802267938177327,0.001982448521162022,0.006860430806534374
000028,24.784847,0.23936254,0.22490518,0.9998649005519594,0.003311098221411827,0.00213472970149727,0.015958076384382177
000029,24.797535,0.39081967,0.37648833,0.9998102914915814,0.0025977215958921224,0.006054414887991961,0.01832967349390686
000030,26.507053,0.13019386,0.31634417,0.9997162283724075,0.0006271862006276826,0.006235367482558534,0.022982374957247705
000031,27.32249,-0.014898434,0.2873497,0.9995839682921297,0.0035520923555617265,0.0033634411452977647,0.02842464136833359
000032,28.393114,-0.0037209028,0.31762627,0.9994955335593096,0.003978690748627057,0.004121503360904983,0.03123878398663251
000033,29.405397,-0.16607039,0.33188605,0.9995334251849863,0.009654355342117258,0.0016643191376279542,0.02893018151871116
000034,29.917543,0.27876294,0.47018147,0.9994442771775883,0.02349772918153151,0.0057312118767577375,0.022937888976600495
000035,30.329855,0.6122011,0.30748993,0.9997916453479389,0.012442381902217602,0.0007656465771970134,0.01616374988606814
000036,31.22433,0.47669876,0.3786298,0.9997676304581861,0.01135581441273861,0.0003293431995093491,0.018319991815067615
000037,31.988518,0.5705796,0.39697346,0.9997952092339957,0.0067532371742082715,0.003037488444279108,0.01883366784167085
000038,32.548622,0.55493134,0.33607852,0.999696179427841,0.007864888613955652,0.0022816337034682202,0.023248365794419405
000039,33.452637,0.6862324,0.29985002,0.9997663051190865,0.006202508346152841,0.001846223134477412,0.020626572640247674
000040,34.040924,0.7997335,0.39274877,0.9998121127580583,0.006439710884739137,0.001739629954881355,0.01820008224181809
000041,34.635868,0.9394186,0.4518429,0.9998173403225538,0.009204498340532835,0.00275793907554216,0.01652140952489334
000042,35.691914,0.882704,0.5502466,0.9997525033742473,0.008972364002138598,0.00648131940272002,0.019298217014503027
000043,36.546555,0.5689606,0.70508295,0.9995336482860663,0.012229854328760741,0.010971295916045376,0.025739993647365896
000044,37.595688,0.41190052,0.7434598,0.9992781857943941,0.012286058057482086,0.014694493568323313,0.03280597554780325
000045,37.875626,0.23420413,0.83427376,0.9990710599688184,0.004830246800233848,0.018708865233079894,0.03851836198906729
000046,39.007057,-0.09162654,0.9514635,0.9988900420259739,0.006725723841467493,0.0176202158580361,0.043162212330615055
000047,38.785015,-0.06799704,1.1173557,0.9977147217147355,0.024384260648738082,0.022692973867877175,0.058785804777464576
000048,39.63583,-0.31226447,1.6578085,0.9963625336100064,0.0248766397264388,0.04141073843221134,0.07019975182768833
000049,35.556046,1.0111165,3.5574636,0.9937602851897429,0.014227479623009172,0.07640090719764583,0.08000609840852425
