timestamp,x,y,z,qx,qy,qz,qw
000283,87.74542,-123.94856,9.207375,0.90833414,-0.024843289,-0.023473978,-0.41684642
000284,88.396454,-124.54188,9.274873,0.9086505,-0.025682457,-0.023352355,-0.4161122
000285,88.92566,-125.14635,9.308954,0.90969753,-0.028960163,-0.02345488,-0.41359597
000286,89.54499,-125.80371,9.3543215,0.9100359,-0.031334363,-0.022364365,-0.41273808
000287,90.00465,-126.31608,9.437617,0.9108248,-0.03046055,-0.020000199,-0.41118175
000288,90.53818,-127.03308,9.479586,0.91246617,-0.030118637,-0.016949968,-0.40768993
000289,91.307785,-127.457436,9.482629,0.9115332,-0.035048082,-0.011765104,-0.4095614
000290,91.97438,-128.51837,9.604139,0.9142508,-0.025648376,-0.012953189,-0.40412846
000291,92.60903,-129.14865,9.6716795,0.9152147,-0.023960104,-0.0140043385,-0.40200973
000292,93.33403,-129.86911,9.722154,0.9163146,-0.021513043,-0.018492414,-0.39945316
000293,93.92437,-130.54285,9.781311,0.9175681,-0.019847589,-0.023645228,-0.3963783
000294,94.610374,-131.21045,9.828436,0.91886795,-0.019977849,-0.02569543,-0.39322045
000295,95.244576,-131.82692,9.866499,0.9200005,-0.0179764,-0.0256099,-0.39066628
